timestamp,hour_of_day,day_of_week,temperature,humidity,brightness,gas_level,device_type,action_label
2026-05-13 20:03:17,20,2,31.8,63.7,28.0,478.1,light,turn_on
2026-05-14 07:52:26,7,3,33.3,66.8,79.3,602.7,light,turn_off
2026-05-13 23:57:29,23,2,27.5,77.6,5.0,298.5,light,turn_on
2026-05-13 11:29:00,11,2,33.1,62.3,87.9,535.2,light,turn_off
2026-05-13 07:04:30,7,2,28.9,70.4,60.8,1929.1,fan,turn_off
2026-05-14 06:50:38,6,3,27.4,72.7,2.8,336.9,light,turn_on
2026-05-12 03:38:10,3,1,33.3,56.0,60.0,435.0,fan,turn_on
2026-05-13 06:07:57,6,2,27.9,72.2,3.2,368.2,light,turn_off
2026-05-13 07:33:01,7,2,32.5,69.2,78.6,3188.3,light,turn_off
2026-05-13 15:49:43,15,2,35.3,58.6,83.3,499.4,fan,turn_on
2026-05-13 12:02:09,12,2,33.5,63.0,80.5,502.7,fan,turn_on
2026-05-13 02:24:04,2,2,28.7,77.7,4.7,269.1,light,turn_on
2026-05-13 15:26:20,15,2,34.1,58.0,76.3,534.3,fan,turn_on
2026-05-13 20:15:56,20,2,31.7,61.4,32.3,388.5,light,turn_on
2026-05-13 10:25:44,10,2,33.8,62.5,88.2,540.9,fan,turn_on
2026-05-13 20:35:12,20,2,31.2,63.5,30.9,429.6,fan,turn_on
2026-05-13 11:03:21,11,2,33.5,63.2,86.2,569.3,light,turn_off
2026-05-14 05:08:02,5,3,28.5,71.8,4.9,368.9,fan,turn_off
2026-05-14 06:10:22,6,3,28.3,70.1,2.1,362.0,fan,turn_off
2026-05-13 04:46:19,4,2,27.2,76.4,1.5,365.0,fan,turn_off
2026-05-13 02:54:10,2,2,27.5,74.8,1.1,280.0,light,turn_on
2026-05-14 05:07:05,5,3,28.4,72.2,5.1,381.6,fan,turn_on
2026-05-13 22:55:07,22,2,28.2,74.1,4.4,315.4,fan,turn_on
2026-05-13 08:36:55,8,2,34.2,69.3,76.4,1933.2,light,turn_off
2026-05-14 08:49:47,8,3,33.7,66.8,73.8,2622.0,light,turn_off
2026-05-13 04:20:15,4,2,27.7,76.4,2.7,351.2,fan,turn_off
2026-05-13 00:02:48,0,2,27.5,78.4,3.2,317.4,light,turn_on
2026-05-13 14:00:09,14,2,33.2,62.5,75.7,525.8,fan,turn_on
2026-05-13 06:01:37,6,2,28.1,72.4,1.4,373.2,fan,turn_on
2026-05-13 04:01:16,4,2,27.1,75.4,4.0,309.1,light,turn_on
2026-05-13 06:50:59,6,2,27.5,74.3,1.5,393.2,fan,turn_off
2026-05-13 21:18:37,21,2,28.9,72.6,5.0,290.0,light,turn_on
2026-05-14 05:30:56,5,3,28.0,71.7,7.7,360.1,fan,turn_on
2026-05-13 08:24:09,8,2,33.9,69.5,72.3,591.1,light,turn_off
2026-05-13 21:18:13,21,2,29.0,72.8,3.7,305.3,light,turn_on
2026-05-14 02:12:06,2,3,28.3,73.8,3.3,272.6,light,turn_on
2026-05-13 15:03:18,15,2,33.3,58.8,82.0,481.9,light,turn_off
2026-05-14 01:23:57,1,3,27.6,75.2,3.6,309.4,light,turn_on
2026-05-12 03:40:35,3,1,33.4,56.0,62.0,440.0,light,turn_on
2026-05-13 21:12:53,21,2,29.2,72.6,2.7,316.7,fan,turn_on
2026-05-13 18:15:50,18,2,30.5,62.4,27.5,444.2,light,turn_on
2026-05-13 17:18:18,17,2,31.8,62.6,30.4,434.2,light,turn_on
2026-05-14 05:11:58,5,3,28.7,72.2,2.0,377.7,light,turn_on
2026-05-13 22:47:50,22,2,28.2,73.2,2.5,325.7,light,turn_on
2026-05-13 16:02:46,16,2,35.1,58.7,81.0,484.2,light,turn_off
2026-05-13 13:58:21,13,2,33.3,62.1,71.2,553.3,fan,turn_on
2026-05-13 05:18:48,5,2,27.8,75.1,6.1,370.3,light,turn_on
2026-05-13 22:16:29,22,2,28.9,72.4,3.6,316.4,light,turn_on
2026-05-14 04:11:35,4,3,27.6,73.9,3.0,384.3,light,turn_on
2026-05-13 15:15:31,15,2,33.2,57.1,78.5,505.8,fan,turn_on
2026-05-13 01:08:24,1,2,27.7,83.1,1.3,286.7,light,turn_on
2026-05-13 20:40:39,20,2,30.8,64.0,25.5,420.3,light,turn_on
2026-05-12 03:53:15,3,1,33.5,55.5,63.0,430.0,fan,turn_on
2026-05-13 02:44:09,2,2,27.5,74.8,2.5,271.6,light,turn_on
2026-05-13 12:53:05,12,2,33.1,61.7,78.4,513.8,fan,turn_on
2026-05-13 12:28:27,12,2,33.6,62.9,76.5,466.9,light,turn_off
2026-05-13 20:18:11,20,2,31.7,62.2,34.5,408.2,light,turn_on
2026-05-13 18:34:49,18,2,30.1,66.2,24.8,447.0,fan,turn_on
2026-05-13 16:40:37,16,2,35.4,60.6,80.6,515.2,light,turn_off
2026-05-13 15:48:05,15,2,35.0,58.4,77.2,491.8,light,turn_off
2026-05-13 08:12:02,8,2,33.9,68.3,75.9,1601.1,fan,turn_on
2026-05-13 04:31:20,4,2,27.1,75.6,5.0,379.8,fan,turn_on
2026-05-14 00:02:58,0,3,27.4,77.1,1.0,300.6,light,turn_on
2026-05-14 03:10:11,3,3,28.1,75.9,4.4,327.8,light,turn_on
2026-05-13 04:09:41,4,2,27.2,75.7,4.6,387.8,light,turn_on
2026-05-13 07:06:44,7,2,29.3,69.6,64.2,3530.6,light,turn_off
2026-05-13 19:27:59,19,2,29.6,67.3,27.1,400.6,light,turn_on
2026-05-13 05:02:35,5,2,27.6,75.7,2.5,350.3,light,turn_on
2026-05-12 03:39:30,3,1,33.3,55.6,59.0,432.0,light,turn_on
2026-05-14 03:56:22,3,3,27.6,74.7,1.0,246.1,light,turn_on
2026-05-13 23:12:56,23,2,28.9,75.8,5.0,298.2,light,turn_on
2026-05-14 01:12:59,1,3,27.7,76.8,2.2,292.2,light,turn_off
2026-05-12 03:53:15,3,1,33.5,55.5,63.0,430.0,light,turn_on
2026-05-14 01:13:46,1,3,27.9,77.0,2.9,307.6,fan,turn_off
2026-05-13 23:04:04,23,2,28.6,74.7,3.5,279.2,fan,turn_off
2026-05-14 03:34:49,3,3,27.7,75.8,2.4,274.3,fan,turn_off
2026-05-13 11:35:10,11,2,33.0,62.0,87.4,558.6,fan,turn_on
2026-05-14 05:50:52,5,3,27.8,74.2,3.7,380.2,fan,turn_off
2026-05-13 12:18:39,12,2,33.8,62.8,76.3,480.5,light,turn_off
2026-05-13 19:00:30,19,2,30.5,65.0,25.3,421.6,light,turn_on
2026-05-13 09:34:04,9,2,33.4,63.3,88.2,591.6,fan,turn_off
2026-05-13 06:42:20,6,2,27.9,73.7,4.6,402.7,light,turn_on
2026-05-13 15:20:55,15,2,33.8,57.1,69.8,489.9,fan,turn_on
2026-05-13 07:03:32,7,2,28.7,71.2,59.5,2272.6,fan,turn_off
2026-05-13 02:56:16,2,2,27.9,75.4,2.2,294.8,fan,turn_off
2026-05-14 08:14:40,8,3,33.7,69.2,76.5,554.9,fan,turn_on
2026-05-13 04:57:58,4,2,27.5,76.8,1.8,351.0,fan,turn_off
2026-05-13 22:58:16,22,2,28.0,74.4,3.2,335.7,light,turn_on
2026-05-14 02:37:18,2,3,29.1,75.5,3.6,290.9,light,turn_on
2026-05-13 19:46:43,19,2,30.3,64.2,25.1,423.6,light,turn_on
2026-05-13 03:44:15,3,2,27.3,75.2,4.4,273.5,light,turn_on
2026-05-13 07:18:48,7,2,31.9,67.0,73.1,650.0,fan,turn_on
2026-05-14 02:25:52,2,3,28.3,75.4,5.0,261.3,light,turn_on
2026-05-13 09:26:29,9,2,33.7,64.2,83.2,575.4,light,turn_off
2026-05-13 23:43:27,23,2,27.5,78.6,2.7,289.0,fan,turn_off
2026-05-13 03:30:44,3,2,27.4,73.2,3.2,315.8,fan,turn_off
2026-05-13 10:10:54,10,2,33.4,64.6,85.1,507.6,light,turn_off
2026-05-13 20:36:06,20,2,31.2,63.8,27.5,467.3,light,turn_on
2026-05-13 08:28:05,8,2,34.2,69.3,74.4,557.4,fan,turn_on
2026-05-13 12:11:53,12,2,33.8,61.9,81.2,482.0,light,turn_off
2026-05-14 06:15:35,6,3,28.2,71.0,5.1,373.5,light,turn_on
2026-05-13 05:34:10,5,2,28.2,73.8,4.2,389.4,light,turn_on
2026-05-13 09:17:29,9,2,34.2,63.0,84.5,551.8,fan,turn_on
2026-05-13 15:42:16,15,2,34.9,58.6,78.5,506.7,fan,turn_on
2026-05-14 07:34:26,7,3,32.3,68.3,73.1,1021.8,light,turn_off
2026-05-13 08:07:19,8,2,33.8,68.0,73.6,4011.8,fan,turn_on
2026-05-13 03:39:46,3,2,27.3,75.5,4.8,281.5,fan,turn_off
2026-05-13 02:02:59,2,2,29.1,79.1,1.0,274.7,light,turn_on
2026-05-13 23:01:37,23,2,28.4,75.2,3.2,308.6,fan,turn_off
2026-05-13 18:10:11,18,2,30.7,62.2,29.5,434.9,fan,turn_off
2026-05-13 04:44:36,4,2,27.1,77.1,5.0,365.0,light,turn_on
2026-05-13 17:49:29,17,2,31.9,64.3,28.6,403.0,fan,turn_on
2026-05-13 14:14:16,14,2,33.6,61.2,73.8,541.5,light,turn_off
2026-05-13 17:37:32,17,2,31.7,63.1,26.5,439.8,light,turn_on
2026-05-14 05:29:25,5,3,27.9,71.4,6.4,360.4,light,turn_on
2026-05-13 22:38:19,22,2,29.0,72.3,4.5,293.4,light,turn_on
2026-05-13 04:48:10,4,2,27.3,76.0,3.1,377.5,fan,turn_off
2026-05-13 23:11:50,23,2,28.7,75.6,4.0,333.2,light,turn_on
2026-05-13 07:51:37,7,2,33.2,68.9,70.1,3838.7,light,turn_off
2026-05-13 04:22:43,4,2,27.8,76.5,5.0,356.1,fan,turn_off
2026-05-14 04:59:16,4,3,28.3,71.9,3.0,372.9,fan,turn_off
2026-05-14 07:05:34,7,3,28.3,70.2,70.7,491.7,fan,turn_on
2026-05-13 14:10:39,14,2,33.5,61.7,83.8,513.6,fan,turn_on
2026-05-14 05:59:01,5,3,27.9,73.2,6.7,368.6,fan,turn_off
2026-05-13 00:17:17,0,2,27.1,80.3,1.0,297.0,fan,turn_off
2026-05-13 14:15:27,14,2,33.5,61.8,76.7,546.5,fan,turn_on
2026-05-14 03:08:42,3,3,28.3,75.3,2.9,301.8,fan,turn_off
2026-05-13 20:26:06,20,2,31.4,63.3,20.8,436.8,fan,turn_on
2026-05-13 03:41:23,3,2,27.3,75.9,3.9,280.1,fan,turn_on
2026-05-13 12:20:20,12,2,33.9,62.5,79.1,452.3,light,turn_off
2026-05-13 04:14:08,4,2,27.6,75.7,2.8,347.9,fan,turn_on
2026-05-13 13:16:46,13,2,33.5,60.4,79.9,470.2,light,turn_off
2026-05-13 18:31:43,18,2,29.8,65.7,29.6,415.1,light,turn_on
2026-05-13 14:54:02,14,2,33.0,60.7,76.1,487.8,fan,turn_on
2026-05-14 07:17:55,7,3,31.3,68.4,72.7,3647.7,fan,turn_on
2026-05-13 16:12:33,16,2,35.1,58.7,79.8,504.9,light,turn_off
2026-05-14 07:13:21,7,3,30.3,69.4,75.5,2646.9,fan,turn_on
2026-05-13 18:40:11,18,2,30.0,65.4,29.2,458.1,fan,turn_off
2026-05-14 07:11:38,7,3,29.9,70.0,74.4,3844.9,fan,turn_off
2026-05-13 00:42:49,0,2,27.6,80.2,1.0,295.7,fan,turn_off
2026-05-13 01:41:17,1,2,28.4,78.8,3.9,267.8,fan,turn_on
2026-05-13 19:37:40,19,2,29.9,66.2,36.1,426.2,light,turn_on
2026-05-13 02:27:42,2,2,29.0,75.6,3.7,276.9,light,turn_off
2026-05-14 01:00:13,1,3,27.3,77.2,3.5,309.9,fan,turn_off
2026-05-13 04:55:03,4,2,27.5,75.9,2.1,354.9,fan,turn_off
2026-05-13 19:52:22,19,2,30.8,63.1,32.4,419.5,light,turn_on
2026-05-13 23:16:42,23,2,28.9,76.9,5.0,304.9,fan,turn_off
2026-05-14 01:07:51,1,3,27.4,75.6,1.0,294.3,light,turn_on
2026-05-14 06:00:15,6,3,28.0,73.0,3.9,370.4,fan,turn_on
2026-05-13 02:28:30,2,2,29.1,75.2,3.9,274.5,fan,turn_on
2026-05-14 01:44:17,1,3,28.6,73.9,4.4,256.1,fan,turn_off
2026-05-13 05:28:32,5,2,28.3,74.0,7.5,376.3,fan,turn_off
2026-05-13 07:17:00,7,2,31.6,67.4,76.7,700.3,fan,turn_on
2026-05-13 19:58:31,19,2,31.3,63.3,33.7,419.7,light,turn_on
2026-05-13 10:17:32,10,2,33.2,63.5,82.2,537.9,fan,turn_on
2026-05-14 06:29:12,6,3,28.5,71.4,4.7,364.4,fan,turn_on
2026-05-13 18:37:20,18,2,30.1,65.1,29.4,479.7,fan,turn_off
2026-05-14 06:27:37,6,3,28.8,71.1,3.6,362.4,light,turn_on
2026-05-13 18:33:08,18,2,29.6,65.6,23.0,426.8,fan,turn_on
2026-05-13 10:30:02,10,2,33.5,62.0,83.5,551.2,fan,turn_on
2026-05-14 01:52:09,1,3,28.9,73.8,3.2,260.5,fan,turn_off
2026-05-13 03:38:30,3,2,27.3,75.3,3.9,272.9,fan,turn_off
2026-05-13 02:12:12,2,2,28.6,78.6,1.9,269.2,fan,turn_on
2026-05-14 00:59:40,0,3,27.4,77.5,3.3,298.2,fan,turn_off
2026-05-13 16:18:20,16,2,35.2,58.7,74.1,524.7,fan,turn_on
2026-05-13 12:18:39,12,2,33.8,62.8,76.3,480.5,fan,turn_on
2026-05-13 03:43:37,3,2,27.2,75.4,4.9,276.6,light,turn_on
2026-05-13 10:31:20,10,2,33.7,61.1,83.5,532.2,light,turn_off
2026-05-13 01:32:57,1,2,28.4,79.0,1.4,306.7,light,turn_on
2026-05-13 17:04:01,17,2,33.9,62.8,34.6,423.7,light,turn_on
2026-05-13 09:12:16,9,2,34.2,64.8,82.3,567.2,light,turn_off
2026-05-14 00:49:39,0,3,27.5,77.0,2.4,278.4,fan,turn_off
2026-05-14 02:46:54,2,3,29.0,74.9,1.9,287.2,fan,turn_on
2026-05-13 22:14:39,22,2,28.6,72.5,3.0,289.3,light,turn_on
2026-05-13 20:33:59,20,2,31.3,63.8,28.2,430.4,fan,turn_off
2026-05-12 03:36:40,3,1,33.2,55.9,64.0,432.0,light,turn_on
2026-05-14 09:01:27,9,3,33.8,64.5,80.9,602.3,fan,turn_on
2026-05-13 14:29:02,14,2,33.1,63.3,75.6,448.7,fan,turn_on
2026-05-14 02:22:33,2,3,28.0,75.1,5.0,255.3,light,turn_on
2026-05-13 08:18:27,8,2,33.8,69.8,74.2,1129.2,fan,turn_on
2026-05-13 05:25:04,5,2,28.1,73.8,5.5,378.2,fan,turn_off
2026-05-13 20:04:56,20,2,32.0,63.5,31.2,458.8,light,turn_on
2026-05-13 20:17:36,20,2,31.6,62.6,34.3,400.1,light,turn_on
2026-05-13 06:35:42,6,2,27.8,71.8,4.8,372.4,light,turn_on
2026-05-13 11:34:35,11,2,33.2,61.7,87.1,537.4,light,turn_off
2026-05-13 02:39:51,2,2,28.3,75.3,1.8,280.5,fan,turn_off
2026-05-14 05:53:33,5,3,28.1,73.9,2.9,396.5,light,turn_on
2026-05-13 18:00:41,18,2,31.7,63.1,34.9,454.8,fan,turn_on
2026-05-13 16:12:33,16,2,35.1,58.7,79.8,504.9,fan,turn_on
2026-05-13 10:25:44,10,2,33.8,62.5,88.2,540.9,light,turn_off
2026-05-13 16:34:48,16,2,35.2,60.6,79.1,508.4,light,turn_off
2026-05-13 23:00:51,23,2,28.2,74.8,2.7,303.6,light,turn_on
2026-05-13 17:52:44,17,2,31.8,63.9,30.8,411.8,fan,turn_on
2026-05-13 02:57:13,2,2,27.7,75.1,2.4,315.0,light,turn_on
2026-05-14 03:53:36,3,3,27.3,76.6,2.3,300.8,fan,turn_off
2026-05-14 04:05:49,4,3,27.5,73.7,1.0,341.6,fan,turn_off
2026-05-13 21:49:26,21,2,28.2,72.4,2.3,293.2,fan,turn_off
2026-05-14 07:24:29,7,3,32.3,66.7,71.0,819.8,light,turn_off
2026-05-13 09:10:22,9,2,34.3,64.9,85.7,616.7,fan,turn_on
2026-05-07 08:00:10,8,3,34.4,56.9,84.0,3388.0,fan,turn_on
2026-05-13 11:55:36,11,2,33.3,64.8,81.8,500.1,light,turn_off
2026-05-14 01:51:31,1,3,28.9,73.7,4.1,270.3,light,turn_on
2026-05-13 13:59:40,13,2,33.4,62.8,72.3,511.2,fan,turn_on
2026-05-13 08:12:02,8,2,33.9,68.3,75.9,1601.1,light,turn_off
2026-05-13 09:41:30,9,2,33.1,63.4,88.8,558.2,light,turn_off
2026-05-13 18:11:29,18,2,30.6,62.3,29.3,427.7,fan,turn_on
2026-05-13 18:21:48,18,2,29.8,63.0,36.2,468.8,light,turn_on
2026-05-13 00:45:27,0,2,27.5,81.6,4.9,306.0,light,turn_on
2026-05-14 05:49:19,5,3,27.7,73.8,1.2,375.1,fan,turn_on
2026-05-14 01:41:44,1,3,28.4,74.5,2.6,262.0,fan,turn_on
2026-05-13 11:40:49,11,2,33.3,62.4,87.0,555.3,light,turn_off
2026-05-13 06:02:53,6,2,28.1,72.3,1.7,368.9,fan,turn_off
2026-05-13 04:45:03,4,2,27.1,76.9,3.4,380.9,fan,turn_off
2026-05-14 04:11:35,4,3,27.6,73.9,3.0,384.3,fan,turn_on
2026-05-12 03:46:30,3,1,33.4,56.1,71.0,435.0,fan,turn_off
2026-05-14 07:58:34,7,3,33.7,68.1,70.7,2324.0,fan,turn_on
2026-05-13 08:43:42,8,2,34.3,69.1,76.0,3385.0,fan,turn_on
2026-05-13 14:06:37,14,2,33.2,61.8,80.9,514.9,light,turn_off
2026-05-13 01:13:33,1,2,28.1,81.2,4.7,288.7,fan,turn_off
2026-05-13 11:59:03,11,2,33.8,64.7,81.8,546.2,fan,turn_on
2026-05-13 16:48:33,16,2,34.9,60.2,85.3,470.2,fan,turn_on
2026-05-13 06:57:42,6,2,27.8,74.2,6.7,375.3,light,turn_on
2026-05-14 06:51:11,6,3,27.3,73.3,4.6,360.1,fan,turn_off
2026-05-14 04:52:44,4,3,27.9,71.8,1.5,391.2,light,turn_on
2026-05-13 05:32:51,5,2,28.4,73.6,5.4,369.5,fan,turn_off
2026-05-13 00:46:08,0,2,27.5,81.7,4.5,308.9,light,turn_on
2026-05-13 13:09:04,13,2,33.1,61.0,82.7,494.8,light,turn_off
2026-05-13 10:56:01,10,2,33.3,64.2,82.5,547.2,fan,turn_on
2026-05-14 06:27:58,6,3,28.6,71.7,4.3,364.5,light,turn_on
2026-05-13 16:05:50,16,2,34.8,58.3,83.5,476.8,light,turn_off
2026-05-14 08:00:17,8,3,33.7,68.0,72.7,1434.6,fan,turn_on
2026-05-14 05:21:00,5,3,28.3,70.7,3.4,364.7,light,turn_on
2026-05-13 06:30:43,6,2,27.8,71.4,5.6,358.5,fan,turn_off
2026-05-13 04:29:56,4,2,26.9,76.0,5.0,388.7,fan,turn_off
2026-05-13 13:41:53,13,2,33.5,61.7,75.3,530.0,light,turn_off
2026-05-13 15:16:23,15,2,33.2,57.0,78.1,490.0,light,turn_off
2026-05-14 05:08:02,5,3,28.5,71.8,4.9,368.9,light,turn_on
2026-05-14 01:16:57,1,3,27.8,76.6,3.6,303.8,light,turn_on
2026-05-13 19:10:10,19,2,30.4,64.5,27.6,459.4,light,turn_on
2026-05-13 16:11:36,16,2,35.2,58.2,79.0,515.0,fan,turn_on
2026-05-13 12:06:52,12,2,33.6,61.6,85.8,448.8,fan,turn_on
2026-05-13 19:36:43,19,2,29.8,65.8,31.3,428.6,fan,turn_off
2026-05-14 05:26:40,5,3,28.0,71.1,1.4,370.3,light,turn_on
2026-05-13 15:36:23,15,2,35.0,58.8,83.1,502.8,fan,turn_on
2026-05-13 09:18:29,9,2,34.1,63.4,81.2,569.9,fan,turn_on
2026-05-13 10:05:22,10,2,33.3,64.3,83.4,540.3,fan,turn_on
2026-05-13 23:50:18,23,2,27.5,79.2,3.3,300.3,fan,turn_off
2026-05-14 05:22:27,5,3,28.3,71.3,5.2,365.6,fan,turn_on
2026-05-13 17:44:11,17,2,31.8,63.6,26.8,415.6,fan,turn_off
2026-05-13 02:07:26,2,2,28.7,78.4,4.4,305.0,light,turn_on
2026-05-14 00:46:16,0,3,27.1,77.9,4.3,310.0,fan,turn_on
2026-05-13 11:40:12,11,2,33.4,62.4,85.3,576.1,fan,turn_on
2026-05-13 01:04:58,1,2,27.4,83.4,2.8,276.1,fan,turn_off
2026-05-13 15:32:02,15,2,34.7,58.3,81.1,568.1,light,turn_off
2026-05-13 13:40:05,13,2,33.4,62.1,71.7,515.4,fan,turn_on
2026-05-13 05:16:39,5,2,27.6,75.0,5.2,392.8,fan,turn_off
2026-05-13 02:01:35,2,2,29.1,78.7,1.3,269.1,fan,turn_on
2026-05-13 03:05:20,3,2,27.0,73.3,5.0,265.3,light,turn_on
2026-05-13 09:30:41,9,2,33.5,64.3,85.6,567.0,light,turn_off
2026-05-13 02:38:42,2,2,28.3,75.2,5.0,273.2,fan,turn_on
2026-05-13 17:22:12,17,2,31.8,62.9,30.2,414.3,fan,turn_on
2026-05-13 11:43:07,11,2,33.3,62.9,83.7,525.2,light,turn_off
2026-05-14 05:15:46,5,3,28.5,71.5,4.9,406.4,fan,turn_off
2026-05-14 04:01:02,4,3,27.2,74.5,2.8,287.1,fan,turn_off
2026-05-13 19:19:12,19,2,30.0,64.7,25.7,442.1,fan,turn_off
2026-05-13 10:58:43,10,2,33.0,64.2,86.6,612.2,light,turn_off
2026-05-13 20:14:33,20,2,31.8,62.3,31.8,386.3,light,turn_on
2026-05-13 09:49:34,9,2,33.4,64.5,87.0,527.2,fan,turn_on
2026-05-13 22:43:16,22,2,28.6,72.7,2.0,313.0,fan,turn_on
2026-05-13 16:47:10,16,2,35.1,60.0,81.4,488.7,fan,turn_on
2026-05-13 07:05:07,7,2,29.0,69.6,63.2,1653.0,light,turn_on
2026-05-14 07:29:19,7,3,32.2,67.7,74.1,3718.9,fan,turn_on
2026-05-13 23:00:51,23,2,28.2,74.8,2.7,303.6,fan,turn_off
2026-05-13 04:55:44,4,2,27.6,76.3,2.5,354.8,fan,turn_off
2026-05-13 11:45:36,11,2,33.4,64.4,87.5,531.5,light,turn_off
2026-05-13 01:11:57,1,2,28.0,81.5,4.8,292.8,fan,turn_off
2026-05-13 05:50:35,5,2,27.9,72.6,6.4,376.2,light,turn_on
2026-05-13 12:25:45,12,2,33.7,62.7,73.5,498.2,light,turn_off
2026-05-13 08:15:44,8,2,33.9,69.1,69.6,2456.3,fan,turn_on
2026-05-13 12:44:35,12,2,33.9,59.6,76.4,534.9,fan,turn_on
2026-05-13 08:16:17,8,2,33.7,69.4,71.1,2066.1,fan,turn_on
2026-05-14 07:08:06,7,3,29.2,69.7,72.9,3636.9,fan,turn_on
2026-05-13 18:46:16,18,2,30.5,65.4,21.4,442.3,fan,turn_on
2026-05-13 10:43:56,10,2,33.5,62.5,89.7,558.9,fan,turn_on
2026-05-13 14:13:16,14,2,33.7,61.2,75.5,526.2,light,turn_off
2026-05-13 13:47:13,13,2,32.9,62.1,81.9,488.6,light,turn_off
2026-05-14 02:39:50,2,3,28.7,75.2,2.3,288.3,fan,turn_on
2026-05-14 07:08:46,7,3,29.3,69.9,70.2,2550.3,fan,turn_off
2026-05-13 14:39:29,14,2,33.6,61.1,77.1,545.3,fan,turn_on
2026-05-13 10:55:08,10,2,33.3,64.2,82.5,568.7,fan,turn_on
2026-05-14 00:34:59,0,3,26.7,77.9,1.9,285.3,fan,turn_off
2026-05-13 23:33:45,23,2,28.8,76.3,3.7,295.5,light,turn_on
2026-05-14 07:32:09,7,3,32.2,68.3,71.4,1553.1,light,turn_off
2026-05-14 02:33:47,2,3,28.7,75.0,2.7,280.2,fan,turn_off
2026-05-13 14:17:01,14,2,33.5,61.4,79.0,507.6,light,turn_off
2026-05-13 16:12:11,16,2,35.1,58.3,78.6,513.9,light,turn_off
2026-05-14 04:30:21,4,3,28.1,73.6,3.5,378.1,fan,turn_off
2026-05-13 17:14:30,17,2,31.9,63.1,25.7,421.1,light,turn_on
2026-05-13 21:46:09,21,2,28.2,72.5,4.1,280.1,fan,turn_off
2026-05-13 11:04:31,11,2,33.6,62.9,87.6,572.2,light,turn_off
2026-05-14 04:57:18,4,3,28.2,71.4,2.3,358.9,light,turn_on
2026-05-13 08:59:02,8,2,33.9,68.6,72.4,2774.5,light,turn_off
2026-05-13 09:53:41,9,2,33.4,64.3,85.1,533.8,light,turn_off
2026-05-13 18:44:08,18,2,30.4,65.0,22.5,405.3,fan,turn_on
2026-05-14 06:29:42,6,3,28.5,71.9,6.2,358.3,fan,turn_off
2026-05-13 15:11:38,15,2,33.2,57.9,78.1,486.6,fan,turn_on
2026-05-14 00:50:52,0,3,27.4,76.9,2.1,308.3,fan,turn_off
2026-05-14 01:19:05,1,3,27.9,76.7,1.7,299.6,light,turn_on
2026-05-13 08:55:23,8,2,34.2,69.1,73.4,566.1,light,turn_off
2026-05-14 09:17:11,9,3,33.8,62.4,86.2,546.6,fan,turn_on
2026-05-14 03:11:07,3,3,28.3,75.4,2.5,334.9,light,turn_on
2026-05-13 10:16:52,10,2,33.0,64.0,82.8,548.1,light,turn_off
2026-05-14 09:04:15,9,3,33.5,65.3,81.7,588.9,fan,turn_on
2026-05-14 01:27:24,1,3,27.8,74.7,4.6,282.6,light,turn_on
2026-05-13 18:34:27,18,2,29.9,66.3,28.1,456.6,fan,turn_on
2026-05-13 22:21:02,22,2,29.2,72.0,2.4,254.2,fan,turn_off
2026-05-14 07:28:39,7,3,32.3,67.8,74.1,2634.8,light,turn_off
2026-05-13 12:25:05,12,2,33.9,62.3,71.9,517.6,fan,turn_on
2026-05-13 03:13:43,3,2,27.1,72.1,5.0,253.4,fan,turn_off
2026-05-14 02:31:14,2,3,28.4,75.7,2.6,232.7,light,turn_on
2026-05-13 08:53:12,8,2,34.1,68.4,75.8,590.8,light,turn_off
2026-05-13 18:49:03,18,2,30.8,65.3,19.1,461.1,fan,turn_off
2026-05-13 19:41:47,19,2,30.4,64.9,31.7,423.0,light,turn_on
2026-05-13 13:45:06,13,2,33.2,62.7,82.1,496.9,light,turn_off
2026-05-14 03:53:36,3,3,27.3,76.6,2.3,300.8,light,turn_on
2026-05-13 14:35:08,14,2,33.3,61.2,76.0,541.2,fan,turn_on
2026-05-13 22:28:21,22,2,28.6,72.1,1.7,310.5,fan,turn_on
2026-05-07 08:17:00,8,3,33.7,59.3,80.0,441.0,light,turn_off
2026-05-13 16:35:26,16,2,35.2,60.9,80.6,517.8,fan,turn_on
2026-05-13 16:23:08,16,2,35.2,58.9,77.9,513.7,fan,turn_on
2026-05-13 11:58:35,11,2,33.7,64.6,81.2,549.6,fan,turn_on
2026-05-14 06:44:39,6,3,27.4,72.3,3.5,358.9,light,turn_on
2026-05-14 05:08:49,5,3,28.5,72.1,2.8,375.1,light,turn_off
2026-05-13 20:47:28,20,2,31.0,64.9,28.4,477.0,light,turn_on
2026-05-13 23:41:22,23,2,27.9,77.9,5.0,298.3,fan,turn_off
2026-05-13 14:24:34,14,2,33.3,63.1,77.0,514.0,fan,turn_off
2026-05-13 10:58:08,10,2,32.9,64.0,83.7,608.5,light,turn_off
2026-05-13 15:23:27,15,2,33.8,57.9,70.9,508.0,light,turn_off
2026-05-13 19:06:39,19,2,30.1,64.6,28.3,430.3,light,turn_on
2026-05-14 04:32:19,4,3,28.2,74.2,3.9,389.2,light,turn_on
2026-05-13 03:47:00,3,2,27.0,75.7,3.4,270.5,light,turn_on
2026-05-13 15:40:19,15,2,35.1,59.0,74.0,481.2,fan,turn_on
2026-05-13 07:25:50,7,2,32.9,67.0,72.3,540.7,light,turn_on
