en_id,timestamp,temperature,humidity,brightness,gas_level,room_id,is_synthetic
408,2026-05-13 03:22:09,27.1,72.3,3.2,281.0,,1
409,2026-05-13 03:22:48,27.0,72.0,2.1,284.6,,1
410,2026-05-13 03:23:09,27.1,71.7,3.6,266.2,,1
411,2026-05-13 03:23:56,27.0,72.4,4.8,279.2,,1
412,2026-05-13 03:24:35,27.2,72.5,5.0,266.1,,1
413,2026-05-13 03:25:14,27.3,72.6,5.0,267.0,,1
414,2026-05-13 03:25:38,27.3,72.7,5.0,293.1,,1
415,2026-05-13 03:26:15,27.2,73.1,4.8,288.8,,1
416,2026-05-13 03:26:58,27.1,72.9,5.0,295.8,,1
417,2026-05-13 03:27:33,27.1,73.4,4.6,268.1,,1
418,2026-05-13 03:28:07,27.1,73.6,5.0,273.6,,1
419,2026-05-13 03:29:02,27.3,73.5,4.9,294.9,,1
420,2026-05-13 03:29:35,27.4,73.3,4.7,314.8,,1
421,2026-05-13 03:30:21,27.3,73.5,2.9,327.2,,1
422,2026-05-13 03:30:44,27.4,73.2,3.2,315.8,,1
423,2026-05-13 03:31:30,27.6,73.2,3.5,312.9,,1
424,2026-05-13 03:32:19,27.5,73.5,1.7,305.9,,1
425,2026-05-13 03:32:56,27.7,73.6,3.6,290.7,,1
426,2026-05-13 03:33:26,27.6,73.5,3.6,284.0,,1
427,2026-05-13 03:34:10,27.7,73.2,2.5,264.5,,1
428,2026-05-13 03:34:54,27.8,73.5,1.0,251.7,,1
429,2026-05-13 03:35:26,27.8,73.4,1.0,277.1,,1
430,2026-05-13 03:36:17,27.7,73.9,2.3,266.1,,1
431,2026-05-13 03:36:38,27.5,74.3,3.9,281.6,,1
432,2026-05-13 03:36:58,27.6,74.7,3.0,271.8,,1
433,2026-05-13 03:37:20,27.6,74.6,5.0,271.2,,1
434,2026-05-13 03:37:54,27.4,75.1,3.6,279.2,,1
435,2026-05-13 03:38:30,27.3,75.3,3.9,272.9,,1
436,2026-05-13 03:39:19,27.1,75.3,4.6,261.8,,1
437,2026-05-13 03:39:46,27.3,75.5,4.8,281.5,,1
438,2026-05-13 03:40:38,27.4,75.8,3.6,295.6,,1
439,2026-05-13 03:41:23,27.3,75.9,3.9,280.1,,1
440,2026-05-13 03:42:14,27.2,76.0,2.7,292.2,,1
441,2026-05-13 03:42:54,27.3,75.8,4.4,267.4,,1
442,2026-05-13 03:43:17,27.4,75.3,3.0,294.9,,1
443,2026-05-13 03:43:37,27.2,75.4,4.9,276.6,,1
444,2026-05-13 03:44:15,27.3,75.2,4.4,273.5,,1
445,2026-05-13 03:44:47,27.1,75.8,3.7,298.8,,1
446,2026-05-13 03:45:47,27.0,76.0,2.4,289.1,,1
447,2026-05-13 03:46:39,27.0,75.6,2.4,283.6,,1
448,2026-05-13 03:47:00,27.0,75.7,3.4,270.5,,1
449,2026-05-13 03:47:40,26.9,75.5,4.0,271.9,,1
450,2026-05-13 03:48:34,27.1,74.9,1.9,293.2,,1
451,2026-05-13 03:49:20,27.2,75.0,3.1,289.7,,1
452,2026-05-13 03:50:12,27.2,74.8,4.5,292.4,,1
453,2026-05-13 03:51:03,27.1,75.2,3.2,272.0,,1
454,2026-05-13 03:51:43,27.1,75.4,1.3,271.2,,1
455,2026-05-13 03:52:31,27.1,75.0,1.0,283.0,,1
456,2026-05-13 03:53:07,27.0,75.1,1.0,267.5,,1
457,2026-05-13 03:53:33,27.2,74.9,1.2,254.6,,1
458,2026-05-13 03:54:01,27.1,74.8,2.4,252.4,,1
459,2026-05-13 03:54:36,27.2,74.9,4.3,276.5,,1
460,2026-05-13 03:54:57,27.1,75.2,3.5,274.1,,1
461,2026-05-13 03:55:18,26.9,75.0,4.7,292.6,,1
462,2026-05-13 03:56:10,26.7,75.2,3.4,278.5,,1
463,2026-05-13 03:56:39,26.7,75.5,3.4,273.2,,1
464,2026-05-13 03:57:05,26.7,75.7,3.6,267.7,,1
465,2026-05-13 03:58:04,26.5,75.7,4.1,267.7,,1
466,2026-05-13 03:58:57,26.6,75.4,2.7,276.4,,1
467,2026-05-13 03:59:37,26.8,75.2,3.7,278.2,,1
468,2026-05-13 04:00:19,27.0,75.6,5.0,292.7,,1
469,2026-05-13 04:01:16,27.1,75.4,4.0,309.1,,1
470,2026-05-13 04:02:01,26.9,75.0,4.8,317.2,,1
471,2026-05-13 04:02:47,27.1,74.9,5.0,310.2,,1
472,2026-05-13 04:03:41,26.9,75.2,5.0,329.2,,1
473,2026-05-13 04:04:26,27.2,75.1,4.2,354.2,,1
474,2026-05-13 04:04:53,27.1,75.5,3.1,344.3,,1
475,2026-05-13 04:05:53,27.2,75.4,2.5,331.6,,1
476,2026-05-13 04:06:52,27.0,75.6,2.1,356.0,,1
477,2026-05-13 04:07:35,26.9,75.7,3.0,357.4,,1
478,2026-05-13 04:08:07,27.1,75.9,3.9,377.6,,1
479,2026-05-13 04:09:04,27.0,75.6,5.0,383.1,,1
480,2026-05-13 04:09:41,27.2,75.7,4.6,387.8,,1
481,2026-05-13 04:10:23,27.2,75.3,5.0,369.1,,1
482,2026-05-13 04:10:44,27.4,75.4,5.0,367.6,,1
483,2026-05-13 04:11:41,27.5,75.6,5.0,356.8,,1
484,2026-05-13 04:12:38,27.5,75.1,4.8,338.0,,1
485,2026-05-13 04:13:21,27.7,75.3,2.9,348.5,,1
486,2026-05-13 04:14:08,27.6,75.7,2.8,347.9,,1
487,2026-05-13 04:14:46,27.7,76.1,4.3,344.3,,1
488,2026-05-13 04:15:40,27.6,76.5,5.0,350.8,,1
489,2026-05-13 04:16:38,27.7,76.5,3.0,349.2,,1
490,2026-05-13 04:17:04,27.6,76.4,5.0,346.7,,1
491,2026-05-13 04:17:47,27.6,76.6,5.0,339.6,,1
492,2026-05-13 04:18:40,27.7,77.0,4.0,364.8,,1
493,2026-05-13 04:19:05,27.8,76.7,3.4,385.4,,1
494,2026-05-13 04:19:40,27.7,76.8,3.9,379.3,,1
495,2026-05-13 04:20:15,27.7,76.4,2.7,351.2,,1
496,2026-05-13 04:21:14,27.6,76.6,2.4,357.9,,1
497,2026-05-13 04:22:12,27.7,76.7,4.0,357.1,,1
498,2026-05-13 04:22:43,27.8,76.5,5.0,356.1,,1
499,2026-05-13 04:23:03,27.6,76.6,4.7,379.0,,1
500,2026-05-13 04:23:56,27.4,76.3,3.8,381.2,,1
501,2026-05-13 04:24:45,27.3,76.4,4.7,366.1,,1
502,2026-05-13 04:25:37,27.5,76.2,4.0,370.5,,1
503,2026-05-13 04:26:23,27.3,75.8,2.6,389.7,,1
504,2026-05-13 04:27:20,27.4,76.1,3.3,385.4,,1
505,2026-05-13 04:27:58,27.2,75.9,3.6,396.2,,1
506,2026-05-13 04:28:43,27.2,76.4,4.5,394.7,,1
507,2026-05-13 04:29:28,27.0,76.4,5.0,391.3,,1
508,2026-05-13 04:29:56,26.9,76.0,5.0,388.7,,1
509,2026-05-13 04:30:41,27.1,75.8,5.0,365.7,,1
510,2026-05-13 04:31:20,27.1,75.6,5.0,379.8,,1
511,2026-05-13 04:32:09,27.2,75.9,4.1,352.7,,1
512,2026-05-13 04:33:07,27.3,75.6,5.0,365.2,,1
513,2026-05-13 04:34:00,27.3,75.5,3.8,355.3,,1
514,2026-05-13 04:34:45,27.2,75.8,5.0,369.6,,1
515,2026-05-13 04:35:25,27.3,76.1,4.8,379.4,,1
516,2026-05-13 04:35:57,27.4,76.3,3.7,367.0,,1
517,2026-05-13 04:36:40,27.3,76.0,2.6,366.7,,1
518,2026-05-13 04:37:14,27.1,75.8,1.0,361.6,,1
519,2026-05-13 04:37:56,27.0,75.7,1.1,378.1,,1
520,2026-05-13 04:38:45,26.9,75.8,4.1,385.3,,1
521,2026-05-13 04:39:27,27.0,75.9,3.7,385.7,,1
522,2026-05-13 04:40:12,27.1,76.2,5.0,405.0,,1
523,2026-05-13 04:40:57,27.2,75.8,4.7,401.6,,1
524,2026-05-13 04:41:19,27.1,75.6,3.1,409.0,,1
525,2026-05-13 04:42:06,27.3,75.5,3.8,382.0,,1
526,2026-05-13 04:42:47,27.2,76.0,4.9,394.2,,1
527,2026-05-13 04:43:18,27.1,76.4,5.0,379.8,,1
528,2026-05-13 04:44:10,27.2,76.7,5.0,372.8,,1
529,2026-05-13 04:44:36,27.1,77.1,5.0,365.0,,1
530,2026-05-13 04:45:03,27.1,76.9,3.4,380.9,,1
531,2026-05-13 04:45:53,27.1,76.5,2.4,372.4,,1
532,2026-05-13 04:46:19,27.2,76.4,1.5,365.0,,1
533,2026-05-13 04:47:14,27.4,75.9,4.7,360.7,,1
534,2026-05-13 04:48:10,27.3,76.0,3.1,377.5,,1
535,2026-05-13 04:48:59,27.5,75.5,1.6,370.8,,1
536,2026-05-13 04:49:24,27.4,75.9,1.0,374.4,,1
537,2026-05-13 04:49:58,27.5,75.4,2.2,393.3,,1
538,2026-05-13 04:50:43,27.5,75.4,3.4,365.8,,1
539,2026-05-13 04:51:28,27.6,75.4,2.5,380.0,,1
540,2026-05-13 04:52:26,27.5,75.6,4.7,366.0,,1
541,2026-05-13 04:53:09,27.3,76.0,4.9,368.1,,1
542,2026-05-13 04:53:44,27.2,75.9,5.0,383.9,,1
543,2026-05-13 04:54:32,27.3,75.9,4.3,377.0,,1
544,2026-05-13 04:55:03,27.5,75.9,2.1,354.9,,1
545,2026-05-13 04:55:44,27.6,76.3,2.5,354.8,,1
546,2026-05-13 04:56:22,27.5,76.1,4.5,347.2,,1
547,2026-05-13 04:56:48,27.6,76.4,3.3,346.4,,1
548,2026-05-13 04:57:08,27.4,76.9,1.7,359.0,,1
549,2026-05-13 04:57:58,27.5,76.8,1.8,351.0,,1
550,2026-05-13 04:58:38,27.4,77.0,3.6,349.5,,1
551,2026-05-13 04:58:59,27.4,76.6,5.0,329.1,,1
552,2026-05-13 04:59:29,27.5,76.4,5.0,334.8,,1
553,2026-05-13 05:00:28,27.6,76.0,4.6,337.4,,1
554,2026-05-13 05:00:56,27.6,75.8,3.1,329.4,,1
555,2026-05-13 05:01:36,27.5,75.7,3.0,336.3,,1
556,2026-05-13 05:01:57,27.6,75.4,2.6,349.2,,1
557,2026-05-13 05:02:35,27.6,75.7,2.5,350.3,,1
558,2026-05-13 05:03:29,27.4,76.3,3.0,339.2,,1
559,2026-05-13 05:04:10,27.5,75.9,3.1,349.5,,1
560,2026-05-13 05:05:08,27.7,76.0,4.0,364.5,,1
561,2026-05-13 05:05:53,27.6,75.9,4.4,354.1,,1
562,2026-05-13 05:06:38,27.4,75.8,5.4,371.2,,1
563,2026-05-13 05:07:35,27.4,75.6,6.6,356.1,,1
564,2026-05-13 05:08:04,27.5,75.1,7.1,371.5,,1
565,2026-05-13 05:08:41,27.4,75.1,7.3,373.2,,1
566,2026-05-13 05:09:23,27.5,74.6,6.1,393.1,,1
567,2026-05-13 05:09:50,27.4,74.4,6.0,373.4,,1
568,2026-05-13 05:10:19,27.3,75.0,6.6,369.7,,1
569,2026-05-13 05:11:12,27.3,74.9,4.1,385.7,,1
570,2026-05-13 05:11:49,27.5,75.3,2.7,393.1,,1
571,2026-05-13 05:12:29,27.5,75.2,3.0,394.4,,1
572,2026-05-13 05:13:06,27.6,75.4,4.9,386.2,,1
573,2026-05-13 05:13:26,27.7,75.3,4.9,395.7,,1
574,2026-05-13 05:14:06,27.8,75.4,4.7,409.2,,1
575,2026-05-13 05:14:37,27.7,75.3,6.2,386.7,,1
576,2026-05-13 05:15:37,27.7,75.2,7.7,408.0,,1
577,2026-05-13 05:16:11,27.6,74.9,5.7,400.1,,1
578,2026-05-13 05:16:39,27.6,75.0,5.2,392.8,,1
579,2026-05-13 05:17:25,27.7,75.4,5.7,373.0,,1
580,2026-05-13 05:18:12,27.9,75.0,7.4,386.5,,1
581,2026-05-13 05:18:48,27.8,75.1,6.1,370.3,,1
582,2026-05-13 05:19:16,28.0,75.0,6.1,377.8,,1
583,2026-05-13 05:20:14,28.0,74.4,6.9,371.8,,1
584,2026-05-13 05:20:44,27.9,74.1,7.1,361.0,,1
585,2026-05-13 05:21:21,28.0,73.6,4.6,360.9,,1
586,2026-05-13 05:22:14,28.2,73.4,4.3,366.4,,1
587,2026-05-13 05:23:12,28.2,73.8,6.4,375.2,,1
588,2026-05-13 05:23:54,28.3,73.7,7.5,376.3,,1
589,2026-05-13 05:24:31,28.2,73.6,8.6,382.8,,1
590,2026-05-13 05:25:04,28.1,73.8,5.5,378.2,,1
591,2026-05-13 05:25:55,28.3,73.6,4.9,389.5,,1
592,2026-05-13 05:26:41,28.4,73.4,4.7,380.3,,1
593,2026-05-13 05:27:15,28.3,73.9,7.1,369.6,,1
594,2026-05-13 05:27:40,28.4,74.1,6.4,374.8,,1
595,2026-05-13 05:28:32,28.3,74.0,7.5,376.3,,1
596,2026-05-13 05:29:30,28.2,74.0,8.2,362.8,,1
597,2026-05-13 05:30:28,28.2,73.9,8.7,359.4,,1
598,2026-05-13 05:31:20,28.1,74.0,8.3,359.3,,1
599,2026-05-13 05:32:13,28.2,73.6,6.7,356.7,,1
600,2026-05-13 05:32:51,28.4,73.6,5.4,369.5,,1
601,2026-05-13 05:33:17,28.4,73.7,4.0,384.8,,1
602,2026-05-13 05:33:40,28.2,73.9,3.2,395.1,,1
603,2026-05-13 05:34:10,28.2,73.8,4.2,389.4,,1
604,2026-05-13 05:34:48,28.3,74.0,2.9,372.6,,1
605,2026-05-13 05:35:27,28.3,74.0,2.5,360.2,,1
606,2026-05-13 05:35:52,28.4,74.3,1.6,378.7,,1
607,2026-05-13 05:36:52,28.3,74.6,1.0,368.9,,1
608,2026-05-13 05:37:13,28.2,75.0,2.0,387.8,,1
609,2026-05-13 05:37:35,28.3,75.1,1.2,384.3,,1
610,2026-05-13 05:38:02,28.1,74.7,1.6,365.8,,1
611,2026-05-13 05:38:32,28.1,74.4,2.4,347.0,,1
612,2026-05-13 05:39:18,28.2,74.6,3.4,348.8,,1
613,2026-05-13 05:40:16,28.2,74.3,5.4,373.2,,1
614,2026-05-13 05:41:02,28.0,74.5,6.6,371.6,,1
615,2026-05-13 05:41:36,28.1,73.9,4.8,370.0,,1
616,2026-05-13 05:42:20,28.1,73.9,4.6,361.8,,1
617,2026-05-13 05:43:07,28.1,74.4,3.5,338.6,,1
618,2026-05-13 05:44:05,28.0,74.6,5.6,344.5,,1
619,2026-05-13 05:44:47,28.0,74.1,4.0,337.6,,1
620,2026-05-13 05:45:38,28.1,73.5,5.1,341.4,,1
621,2026-05-13 05:46:23,28.2,73.7,5.8,341.3,,1
622,2026-05-13 05:46:56,28.2,73.2,4.5,355.6,,1
623,2026-05-13 05:47:51,28.1,73.1,6.6,352.9,,1
624,2026-05-13 05:48:36,28.2,72.7,6.1,361.5,,1
625,2026-05-13 05:49:24,28.0,72.6,6.7,378.1,,1
626,2026-05-13 05:49:53,28.0,72.7,6.2,379.4,,1
627,2026-05-13 05:50:35,27.9,72.6,6.4,376.2,,1
628,2026-05-13 05:51:33,28.1,72.2,6.5,359.9,,1
629,2026-05-13 05:52:30,28.1,72.5,7.1,354.6,,1
630,2026-05-13 05:53:00,28.1,72.3,5.7,338.6,,1
631,2026-05-13 05:53:22,28.0,72.3,5.5,361.4,,1
632,2026-05-13 05:53:42,28.0,72.1,6.2,376.7,,1
633,2026-05-13 05:54:39,27.8,72.6,3.5,357.3,,1
634,2026-05-13 05:55:25,27.9,72.5,1.8,344.2,,1
635,2026-05-13 05:56:23,28.1,72.7,1.3,346.7,,1
636,2026-05-13 05:56:46,28.1,72.6,1.2,348.1,,1
637,2026-05-13 05:57:29,28.1,72.5,3.3,355.9,,1
638,2026-05-13 05:58:05,28.2,72.5,4.3,342.1,,1
639,2026-05-13 05:58:53,28.3,72.5,6.2,346.8,,1
640,2026-05-13 05:59:45,28.1,72.2,6.4,359.4,,1
641,2026-05-13 06:00:17,28.0,72.5,5.7,358.1,,1
642,2026-05-13 06:00:55,28.0,72.6,3.6,355.6,,1
643,2026-05-13 06:01:37,28.1,72.4,1.4,373.2,,1
644,2026-05-13 06:02:02,27.9,72.7,1.7,366.6,,1
645,2026-05-13 06:02:53,28.1,72.3,1.7,368.9,,1
646,2026-05-13 06:03:21,28.2,72.4,3.9,372.8,,1
647,2026-05-13 06:03:52,28.0,72.1,6.5,384.5,,1
648,2026-05-13 06:04:12,28.2,72.1,4.0,397.7,,1
649,2026-05-13 06:04:47,28.2,71.8,6.0,385.2,,1
650,2026-05-13 06:05:09,28.1,72.1,7.8,373.1,,1
651,2026-05-13 06:06:05,28.0,72.0,8.1,380.3,,1
652,2026-05-13 06:06:26,28.2,72.0,7.0,388.7,,1
653,2026-05-13 06:07:17,28.0,71.9,3.8,378.0,,1
654,2026-05-13 06:07:57,27.9,72.2,3.2,368.2,,1
655,2026-05-13 06:08:23,27.9,72.0,3.6,372.6,,1
656,2026-05-13 06:09:18,28.0,71.7,3.6,373.3,,1
657,2026-05-13 06:09:48,27.9,71.4,1.8,381.9,,1
658,2026-05-13 06:10:20,27.8,71.4,3.8,382.8,,1
659,2026-05-13 06:11:03,27.7,71.9,3.4,389.7,,1
660,2026-05-13 06:11:31,27.8,71.9,4.3,369.2,,1
661,2026-05-13 06:12:09,27.6,72.2,2.6,378.8,,1
662,2026-05-13 06:12:42,27.7,71.7,4.7,363.1,,1
663,2026-05-13 06:13:04,27.9,71.2,2.2,357.5,,1
664,2026-05-13 06:14:04,27.8,71.6,4.4,353.3,,1
665,2026-05-13 06:14:25,27.9,71.4,2.3,376.4,,1
666,2026-05-13 06:15:13,27.9,70.9,1.0,381.3,,1
667,2026-05-13 06:15:59,27.8,70.6,2.8,381.9,,1
668,2026-05-13 06:16:56,28.0,70.4,1.3,391.8,,1
669,2026-05-13 06:17:44,27.9,70.3,1.9,370.1,,1
670,2026-05-13 06:18:35,27.9,70.7,2.7,343.7,,1
671,2026-05-13 06:19:06,27.8,70.8,4.3,356.5,,1
672,2026-05-13 06:19:59,27.7,70.9,5.8,367.9,,1
673,2026-05-13 06:20:27,27.5,70.8,6.2,378.5,,1
674,2026-05-13 06:20:49,27.6,70.8,5.2,353.1,,1
675,2026-05-13 06:21:41,27.6,71.2,4.1,339.0,,1
676,2026-05-13 06:22:29,27.7,71.4,2.5,326.2,,1
677,2026-05-13 06:22:50,27.5,71.9,1.9,338.6,,1
678,2026-05-13 06:23:18,27.7,71.3,3.4,336.4,,1
679,2026-05-13 06:24:11,27.8,71.0,3.7,343.2,,1
680,2026-05-13 06:25:04,27.8,70.8,2.5,325.6,,1
681,2026-05-13 06:25:41,27.9,70.3,1.5,317.8,,1
682,2026-05-13 06:26:30,27.8,70.4,3.1,328.4,,1
683,2026-05-13 06:27:28,27.7,70.7,2.5,326.2,,1
684,2026-05-13 06:28:28,27.9,70.9,4.3,337.2,,1
685,2026-05-13 06:29:14,27.9,71.3,5.5,344.0,,1
686,2026-05-13 06:30:02,27.8,71.3,6.5,347.1,,1
687,2026-05-13 06:30:43,27.8,71.4,5.6,358.5,,1
688,2026-05-13 06:31:41,27.9,71.3,6.1,362.9,,1
689,2026-05-13 06:32:23,28.0,71.4,3.4,348.7,,1
690,2026-05-13 06:32:44,27.8,71.3,2.8,345.6,,1
691,2026-05-13 06:33:20,27.8,71.7,5.1,362.1,,1
692,2026-05-13 06:34:01,27.9,71.8,5.4,360.6,,1
693,2026-05-13 06:34:54,28.0,71.9,5.1,385.5,,1
694,2026-05-13 06:35:42,27.8,71.8,4.8,372.4,,1
695,2026-05-13 06:36:11,27.8,72.2,3.6,391.0,,1
696,2026-05-13 06:36:47,27.8,72.6,5.8,390.1,,1
697,2026-05-13 06:37:25,27.6,72.7,4.2,369.2,,1
698,2026-05-13 06:38:22,27.6,73.1,6.2,353.1,,1
699,2026-05-13 06:38:51,27.7,73.3,5.5,351.5,,1
700,2026-05-13 06:39:35,27.8,73.1,5.6,374.5,,1
701,2026-05-13 06:40:13,27.8,73.6,5.9,373.2,,1
702,2026-05-13 06:40:33,27.8,73.5,3.6,371.2,,1
703,2026-05-13 06:41:26,27.7,73.9,4.3,377.7,,1
704,2026-05-13 06:41:56,27.8,73.7,3.8,389.5,,1
705,2026-05-13 06:42:20,27.9,73.7,4.6,402.7,,1
706,2026-05-13 06:42:44,27.9,73.2,4.9,395.8,,1
707,2026-05-13 06:43:28,27.7,73.7,4.5,381.9,,1
708,2026-05-13 06:43:51,27.5,73.6,3.4,376.8,,1
709,2026-05-13 06:44:32,27.5,73.8,3.6,352.9,,1
710,2026-05-13 06:45:17,27.7,73.7,4.7,349.9,,1
711,2026-05-13 06:46:14,27.7,73.7,3.1,375.3,,1
712,2026-05-13 06:46:49,27.7,73.8,3.6,368.4,,1
713,2026-05-13 06:47:17,27.6,73.9,2.4,365.0,,1
714,2026-05-13 06:48:07,27.7,74.0,5.1,359.8,,1
715,2026-05-13 06:48:30,27.7,74.3,5.3,378.9,,1
716,2026-05-13 06:49:24,27.6,74.8,3.2,397.4,,1
717,2026-05-13 06:50:06,27.5,74.6,2.6,382.6,,1
718,2026-05-13 06:50:59,27.5,74.3,1.5,393.2,,1
719,2026-05-13 06:51:26,27.4,74.6,1.7,388.9,,1
720,2026-05-13 06:52:00,27.5,74.3,1.1,378.2,,1
721,2026-05-13 06:52:59,27.5,74.1,1.6,357.3,,1
722,2026-05-13 06:53:52,27.5,74.4,1.5,377.4,,1
723,2026-05-13 06:54:25,27.6,74.8,1.0,374.2,,1
724,2026-05-13 06:55:15,27.7,75.1,3.4,367.9,,1
725,2026-05-13 06:55:40,27.6,75.0,4.1,361.9,,1
726,2026-05-13 06:56:27,27.7,74.6,3.3,350.1,,1
727,2026-05-13 06:57:06,27.6,74.6,4.7,360.4,,1
728,2026-05-13 06:57:42,27.8,74.2,6.7,375.3,,1
729,2026-05-13 06:58:04,27.8,73.7,8.0,390.0,,1
730,2026-05-13 06:58:51,27.7,73.8,5.9,371.5,,1
731,2026-05-13 06:59:17,27.7,74.1,7.7,379.4,,1
732,2026-05-13 06:59:48,27.8,74.0,9.2,397.6,,1
733,2026-05-13 07:00:08,28.0,73.6,20.1,3845.2,,1
734,2026-05-13 07:01:07,28.2,73.1,29.2,2812.6,,1
735,2026-05-13 07:01:50,28.4,72.4,38.4,2601.7,,1
736,2026-05-13 07:02:16,28.5,72.0,45.6,3255.5,,1
737,2026-05-13 07:02:40,28.6,71.6,54.6,2708.6,,1
738,2026-05-13 07:03:32,28.7,71.2,59.5,2272.6,,1
739,2026-05-13 07:04:30,28.9,70.4,60.8,1929.1,,1
740,2026-05-13 07:05:07,29.0,69.6,63.2,1653.0,,1
741,2026-05-13 07:05:47,29.2,69.7,64.5,1444.7,,1
742,2026-05-13 07:06:44,29.3,69.6,64.2,3530.6,,1
743,2026-05-13 07:07:16,29.4,69.1,68.9,2981.8,,1
744,2026-05-13 07:08:02,29.6,69.3,69.2,3933.4,,1
745,2026-05-13 07:08:55,29.7,69.1,69.7,3100.5,,1
746,2026-05-13 07:09:55,29.8,69.3,70.5,3505.0,,1
747,2026-05-13 07:10:21,30.0,69.4,69.7,3889.4,,1
748,2026-05-13 07:10:48,30.1,69.1,69.8,3200.3,,1
749,2026-05-13 07:11:13,30.2,68.9,71.8,2664.5,,1
750,2026-05-13 07:11:37,30.2,68.4,70.8,2221.6,,1
751,2026-05-13 07:11:59,30.4,68.2,71.5,1890.2,,1
752,2026-05-13 07:12:51,30.6,68.0,74.4,1596.4,,1
753,2026-05-13 07:13:33,30.8,67.7,76.4,1362.3,,1
754,2026-05-13 07:14:09,30.9,68.1,79.6,1181.9,,1
755,2026-05-13 07:14:54,31.2,67.9,78.5,1042.2,,1
756,2026-05-13 07:15:14,31.2,67.9,76.0,916.5,,1
757,2026-05-13 07:15:38,31.4,67.6,73.7,821.0,,1
758,2026-05-13 07:16:36,31.5,67.0,76.3,756.6,,1
759,2026-05-13 07:17:00,31.6,67.4,76.7,700.3,,1
760,2026-05-13 07:17:59,31.7,67.1,73.7,659.4,,1
761,2026-05-13 07:18:48,31.9,67.0,73.1,650.0,,1
762,2026-05-13 07:19:40,32.0,67.1,72.9,623.1,,1
763,2026-05-13 07:20:03,32.2,66.5,74.7,590.6,,1
764,2026-05-13 07:20:56,32.3,66.4,74.9,574.0,,1
765,2026-05-13 07:21:40,32.5,66.3,75.8,551.9,,1
766,2026-05-13 07:22:14,32.7,66.6,74.4,557.9,,1
767,2026-05-13 07:22:54,32.8,66.5,74.1,524.9,,1
768,2026-05-13 07:23:31,32.7,66.8,70.9,531.3,,1
769,2026-05-13 07:24:26,32.8,66.9,69.7,541.2,,1
770,2026-05-13 07:25:07,32.9,66.5,71.9,527.3,,1
771,2026-05-13 07:25:50,32.9,67.0,72.3,540.7,,1
772,2026-05-13 07:26:26,32.7,67.1,74.9,509.0,,1
773,2026-05-13 07:27:20,32.5,67.2,75.0,513.2,,1
774,2026-05-13 07:27:57,32.6,67.1,75.4,484.4,,1
775,2026-05-13 07:28:57,32.7,66.9,75.3,479.4,,1
776,2026-05-13 07:29:49,32.6,67.2,74.0,491.4,,1
777,2026-05-13 07:30:11,32.5,67.7,77.6,506.9,,1
778,2026-05-13 07:31:06,32.3,68.3,76.2,498.0,,1
779,2026-05-13 07:31:32,32.5,68.3,77.9,3846.8,,1
780,2026-05-13 07:32:11,32.3,68.8,78.3,2673.4,,1
781,2026-05-13 07:33:01,32.5,69.2,78.6,3188.3,,1
782,2026-05-13 07:34:01,32.5,68.9,78.2,3471.7,,1
783,2026-05-13 07:34:33,32.6,69.2,75.1,2856.1,,1
784,2026-05-13 07:35:06,32.7,69.1,75.2,2385.1,,1
785,2026-05-13 07:35:53,32.6,69.5,74.8,2009.6,,1
786,2026-05-13 07:36:53,32.7,69.1,75.9,1688.4,,1
787,2026-05-13 07:37:34,32.6,69.5,74.7,1451.4,,1
788,2026-05-13 07:37:54,32.6,69.3,74.0,1283.3,,1
789,2026-05-13 07:38:40,32.5,69.2,77.0,1119.6,,1
790,2026-05-13 07:39:37,32.6,69.1,77.4,1013.1,,1
791,2026-05-13 07:40:07,32.6,69.2,74.8,936.4,,1
792,2026-05-13 07:40:56,32.7,69.0,74.7,841.1,,1
793,2026-05-13 07:41:50,32.7,69.1,71.6,793.4,,1
794,2026-05-13 07:42:33,32.8,69.0,74.3,734.6,,1
795,2026-05-13 07:43:19,32.9,68.5,75.0,676.2,,1
796,2026-05-13 07:43:55,33.0,68.9,77.0,634.1,,1
797,2026-05-13 07:44:25,33.1,69.1,80.5,615.4,,1
798,2026-05-13 07:45:15,33.2,68.6,79.9,580.8,,1
799,2026-05-13 07:46:06,33.1,69.0,80.3,549.2,,1
800,2026-05-13 07:46:52,33.0,68.7,80.7,549.4,,1
801,2026-05-13 07:47:33,33.1,69.1,78.0,546.0,,1
802,2026-05-13 07:48:06,33.0,68.9,79.3,545.3,,1
803,2026-05-13 07:48:32,33.1,68.6,75.9,543.2,,1
804,2026-05-13 07:49:05,33.2,68.7,74.2,523.3,,1
805,2026-05-13 07:49:36,33.4,68.5,74.9,512.6,,1
806,2026-05-13 07:50:07,33.2,68.8,74.0,486.0,,1
807,2026-05-13 07:50:54,33.2,69.2,71.0,3685.0,,1
808,2026-05-13 07:51:37,33.2,68.9,70.1,3838.7,,1
809,2026-05-13 07:52:22,33.0,68.5,70.5,3266.9,,1
810,2026-05-13 07:52:57,33.0,68.3,71.4,3042.5,,1
811,2026-05-13 07:53:25,33.1,68.2,69.0,2996.0,,1
812,2026-05-13 07:54:24,33.1,68.4,71.0,2498.6,,1
813,2026-05-13 07:55:14,33.2,68.7,73.4,2085.9,,1
814,2026-05-13 07:55:35,33.1,68.6,77.9,1756.7,,1
815,2026-05-13 07:56:21,33.3,68.9,81.1,1519.0,,1
816,2026-05-13 07:57:17,33.4,68.7,83.1,1300.4,,1
